agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
iowa-city-transit-system-559,Iowa City Transit System,C,77.4,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
basin-transit-service-bts,Basin Transit Service (BTS),C,77.5,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
omnitrans,OmniTrans,C,77.5,2026-07-04,current,36,yes,Service data expires in 36 day(s),Review the rule documentation for 'invalid_phone_number' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
dartmouth-college,Dartmouth College,C,77.7,2026-07-04,current,54,yes,Service window shortened unexpectedly on 2026-06-24,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
let-er-bus,Let'er Bus,C,77.7,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
blue-apple-bus-company,Blue Apple Bus Company,C,77.9,2026-07-04,current,180,yes,Score changed sharply on 2026-06-29,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
city-of-banning-transit,City of Banning Transit,C,77.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
city-of-banning-transit-220,City of Banning Transit,C,77.9,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
cincinnati-metro,Cincinnati Metro,C,78.2,2026-07-04,current,42,yes,Service data expires in 42 day(s),Review the rule documentation for 'equal_shape_distance_same_coordinates' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
westcat,WestCAT,C,78.2,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
westcat-78,WestCAT,C,78.2,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
cincinnati-metro-307,Cincinnati Metro,C,78.3,2026-07-04,current,42,yes,Service data expires in 42 day(s),Review the rule documentation for 'equal_shape_distance_same_coordinates' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
virginia-regional-transit-2445,Flex,C,78.3,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
omaha-metro-2261,Omaha Metro,C,78.4,2026-07-04,current,56,yes,Service data expires in 56 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
ruraltransit,ruralTRANSIT,C,78.5,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
ruraltransit-822,ruralTRANSIT,C,78.5,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
citybus-of-greater-lafayette-indiana-citybus,CityBus of Greater Lafayette Indiana (CityBus),C,78.7,2026-07-04,current,50,yes,Service data expires in 50 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
ny-waterway-3192,NY Waterway,C,78.8,2026-07-04,current,545,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
avon-transit-2040,Flex v2 included,C,78.9,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
nantucket-regional-transit-authority-wave,Nantucket Regional Transit Authority (WAVE),C,78.9,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
nantucket-regional-transit-authority-wave-426,Nantucket Regional Transit Authority (WAVE),C,78.9,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
10-15-transit,10-15 Transit,C,79.0,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
10-15-transit-195,10-15 Transit,C,79.0,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
central-oregon-breeze,Central Oregon Breeze,C,79.0,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
pulaski-area-transit-pat-2442,Flex,C,79.0,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
brockton-area-transit-authority-bat,Brockton Area Transit Authority (BAT),C,79.4,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
brockton-area-transit-authority-bat-422,Brockton Area Transit Authority (BAT),C,79.4,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
oregon-express-shuttle,Oregon Express Shuttle,C,79.6,2026-07-04,current,59,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
loudoun-county-transit-2411,Flex,C,79.8,2026-07-04,current,59,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
moorpark-city-transit,Moorpark City Transit,C,79.8,2026-07-04,current,59,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
moorpark-city-transit-578,Moorpark City Transit,C,79.8,2026-07-04,current,59,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
silver-key-senior-services,Flex,C,79.8,2026-07-04,current,59,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
franklin-regional-transit-authority-frta,Franklin Regional Transit Authority (FRTA),B,80.2,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
the-comet-2209,The Comet,B,80.2,2026-07-04,current,56,yes,Service data expires in 56 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
mendocino-transit-authority,Mendocino Transit Authority,B,80.5,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mendocino-transit-authority-69,Mendocino Transit Authority,B,80.5,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
mountain-transit,Mountain Transit,B,80.6,2026-07-04,current,181,yes,Score changed sharply on 2026-06-29,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
quail-trail-public-transit,Quail Trail Public Transit,B,80.6,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
calaveras-transit,Calaveras Transit,B,80.7,2026-07-04,current,179,yes,Score changed sharply on 2026-06-29,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
amador-transit,Amador Transit,B,80.9,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
amador-transit-92,Amador Transit,B,80.9,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
king-county-metro,King County Metro,B,80.9,2026-07-04,current,55,yes,Service data expires in 55 day(s),Review the rule documentation for 'trip_distance_exceeds_shape_distance_below_threshold' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
intercity-transit,Intercity Transit,B,81.0,2026-07-04,current,56,yes,Service data expires in 56 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
chittenden-county-transportation-authority-ccta,Chittenden County Transportation Authority (CCTA),B,81.2,2026-07-04,current,89,yes,Score changed sharply on 2026-06-23,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
harney-county,Harney County,B,81.2,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
rocky-mountain-national-park,Rocky Mountain National Park Shuttles,B,81.3,2026-07-04,current,108,yes,Score changed sharply on 2026-06-25,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
bellflower-bus-3095,Bellflower Bus,B,81.5,2026-07-04,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
long-island-rail-road,Long Island Rail Road,B,81.6,2026-07-04,current,43,yes,Service window shortened unexpectedly on 2026-07-02,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default)."
plumas-transit,Plumas Transit,B,81.6,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
plumas-transit-119,Plumas Transit,B,81.6,2026-07-04,current,59,yes,Service data expires in 59 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.
pierce-transit,Pierce Transit,B,81.7,2026-07-04,current,56,yes,Service data expires in 56 day(s),Review the rule documentation for 'missing_required_agency_id' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
metro-transit,Metro Transit,B,81.8,2026-07-04,current,48,yes,Service data expires in 48 day(s),"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead."
